date,iv7,iv30,slope,dvol
2024-05-31,0.423161,0.692104,0.268942,0.5151
2024-06-01,0.393972,0.671789,0.277817,0.5049
2024-06-02,0.392037,0.939249,0.547213,0.5063
2024-06-05,0.581241,0.947808,0.366566,0.5628
2024-06-06,0.543631,1.024488,0.480857,0.5449
2024-06-07,0.527204,0.837596,0.310392,0.521
2024-06-08,0.4041,0.615999,0.211899,0.4968
2024-06-14,0.418578,0.446784,0.028207,0.4913
2024-06-15,0.400869,0.461557,0.060688,0.4884
2024-06-16,0.430001,0.481861,0.05186,0.4792
2024-06-19,0.489865,0.49428,0.004415,0.5095
2024-06-20,0.439842,0.474797,0.034955,0.493
2024-06-21,0.409606,0.4546,0.044995,0.4709
2024-06-22,0.397597,0.448991,0.051394,0.4701
2024-06-23,0.385003,0.462367,0.077364,0.463
2024-06-26,0.427142,0.459885,0.032743,0.4701
2024-06-27,0.426286,0.461741,0.035455,0.4679
2024-06-28,0.405049,0.44004,0.034991,0.4666
2024-06-29,0.385646,0.423449,0.037802,0.444
2024-06-30,0.361897,0.446558,0.084661,0.4434
2024-07-03,0.371073,0.395836,0.024763,0.4145
2024-07-04,0.458965,0.48738,0.028414,0.4805
2024-07-05,0.588996,0.530577,-0.058418,0.5256
2024-07-06,0.678767,0.499972,-0.178796,0.4932
2024-07-12,0.466028,0.45134,-0.014687,0.4731
2024-07-13,0.580289,0.43626,-0.14403,0.4589
2024-07-19,1.202664,0.536417,-0.666247,0.5628
2024-07-20,0.921134,0.575629,-0.345504,0.5959
2024-07-21,0.97158,0.839033,-0.132547,0.6224
2024-07-24,0.651716,0.71163,0.059914,0.6234
2024-07-25,0.676459,0.601185,-0.075274,0.6035
2024-07-26,0.720676,0.726233,0.005557,0.6232
2024-07-27,0.945659,0.75938,-0.18628,0.5939
2024-07-28,0.748895,0.814996,0.066101,0.5325
2024-07-31,0.44436,0.576229,0.131869,0.5015
2024-08-01,0.419987,0.45702,0.037033,0.4819
2024-08-02,0.446098,0.451596,0.005498,0.4804
2024-08-03,0.504262,0.479688,-0.024574,0.5006
2024-08-04,0.568481,0.525535,-0.042946,0.5373
2024-08-07,1.372902,0.854781,-0.518122,0.5859
2024-08-08,0.933977,0.864223,-0.069754,0.6069
2024-08-09,1.498512,0.941799,-0.556713,0.548
2024-08-10,1.226871,0.932582,-0.294289,0.5534
2024-08-16,0.498923,0.497457,-0.001466,0.5389
2024-08-17,0.451234,0.49472,0.043486,0.5309
2024-08-18,0.555164,0.989131,0.433967,0.546
2024-08-21,0.674295,0.740217,0.065922,0.5467
2024-08-22,1.179972,0.680005,-0.499967,0.5525
2024-08-23,1.271143,0.618995,-0.652148,0.5274
2024-08-24,1.8936,0.638857,-1.254743,0.5441
2024-08-25,1.782609,0.616747,-1.165861,0.5508
2024-08-28,0.542987,0.497689,-0.045298,0.5219
2024-08-29,0.46217,0.518153,0.055983,0.518
2024-08-30,0.444717,0.501909,0.057192,0.5252
2024-08-31,0.424507,0.488177,0.06367,0.5038
2024-09-01,0.423746,0.486418,0.062672,0.5103
2024-09-04,0.581352,0.567035,-0.014317,0.5609
2024-09-05,0.544346,0.547625,0.003279,0.5586
2024-09-06,0.60919,0.593577,-0.015613,0.5831
2024-09-07,0.546485,0.539669,-0.006816,0.5807
2024-09-13,0.507133,0.496703,-0.01043,0.5396
2024-09-14,0.771019,0.521804,-0.249215,0.524
2024-09-15,0.842256,0.95481,0.112554,0.5339
2024-09-18,0.919294,1.036971,0.117677,0.5306
2024-09-19,1.38851,1.26975,-0.11876,0.5082
2024-09-20,1.572118,1.079988,-0.49213,0.5231
2024-09-21,0.83723,1.155693,0.318463,0.5044
2024-09-22,0.842675,1.343331,0.500656,0.5109
2024-09-25,0.631547,1.332705,0.701158,0.5061
2024-09-26,0.687712,1.334421,0.646709,0.502
2024-09-27,0.768227,0.854419,0.086191,0.5244
2024-09-28,0.766732,0.917282,0.15055,0.5239
2024-09-29,0.983476,0.987219,0.003743,0.5292
2024-10-02,0.512455,1.170563,0.658109,0.57
2024-10-03,0.460668,0.677339,0.216672,0.5696
2024-10-04,0.497454,0.697319,0.199865,0.5765
2024-10-05,0.436887,0.769923,0.333036,0.5495
2024-10-06,0.430789,0.570966,0.140177,0.551
2024-10-09,0.414069,0.527924,0.113856,0.5634
2024-10-10,0.414021,0.530645,0.116624,0.5622
2024-10-11,0.461046,0.469602,0.008557,0.5538
2024-10-12,0.608042,0.511291,-0.096751,0.5675
2024-10-13,0.401495,0.558664,0.157169,0.5665
2024-10-16,1.097504,1.062528,-0.034975,0.5742
2024-10-17,1.37011,1.241457,-0.128654,0.5606
2024-10-18,1.344029,1.573194,0.229165,0.5562
2024-10-19,1.613129,0.970111,-0.643018,0.5508
2024-10-20,1.565184,0.970717,-0.594467,0.5491
2024-10-23,0.430429,0.712171,0.281742,0.5573
2024-10-24,0.401105,0.720236,0.319131,0.5552
2024-10-25,0.394551,0.695646,0.301095,0.5598
2024-10-26,0.431442,0.667763,0.236321,0.5682
2024-10-27,0.429438,0.741985,0.312548,0.5535
2024-10-30,0.755753,0.704881,-0.050871,0.5873
2024-10-31,0.78436,0.724822,-0.059538,0.5985
2024-11-01,0.699867,0.776936,0.07707,0.5823
2024-11-02,0.742748,0.604959,-0.137789,0.6013
2024-11-03,0.816084,1.263988,0.447904,0.6107
2024-11-06,0.848247,0.828783,-0.019464,0.561
2024-11-07,0.933425,0.930898,-0.002527,0.547
2024-11-08,1.194664,1.121192,-0.073473,0.524
2024-11-09,1.33675,0.927371,-0.409379,0.4991
2024-11-15,0.697693,0.561997,-0.135696,0.5986
2024-11-16,1.031319,0.537713,-0.493606,0.5614
2024-11-17,1.110566,0.75856,-0.352006,0.5583
2024-11-20,0.566227,0.981598,0.415372,0.5845
2024-11-21,0.866386,1.014383,0.147997,0.6061
2024-11-22,0.882973,0.837664,-0.045309,0.6392
2024-11-23,0.849745,0.761795,-0.08795,0.6112
2024-11-24,0.891304,0.850958,-0.040346,0.6164
2024-11-27,0.597086,1.1743,0.577213,0.599
2024-11-28,0.581607,1.074731,0.493125,0.5988
2024-11-29,0.519803,0.783384,0.263582,0.5801
2024-11-30,0.533392,0.680081,0.14669,0.5653
2024-12-01,0.569037,0.798701,0.229664,0.5637
2024-12-04,0.50918,0.522331,0.013151,0.5647
2024-12-05,0.61574,0.555942,-0.059798,0.5966
2024-12-06,0.579839,0.542151,-0.037688,0.5764
2024-12-07,0.557618,0.687727,0.130108,0.5759
2024-12-13,0.563522,0.547632,-0.01589,0.593
2024-12-14,0.62802,0.538901,-0.089119,0.5826
2024-12-20,0.541242,0.586555,0.045313,0.6034
2024-12-21,0.6688,0.560715,-0.108085,0.5997
2024-12-22,0.531303,0.589221,0.057918,0.5841
2024-12-25,0.681999,0.669091,-0.012908,0.6039
2024-12-26,0.55499,0.658723,0.103733,0.5955
2024-12-27,0.564844,0.592657,0.027813,0.6227
2024-12-28,0.525023,0.578137,0.053114,0.605
2024-12-29,0.516741,0.587639,0.070898,0.6054
2025-01-01,0.556251,0.577753,0.021501,0.6001
2025-01-02,0.615097,0.619225,0.004128,0.6124
2025-01-03,0.495264,0.586626,0.091362,0.5962
2025-01-04,0.5254,0.617241,0.091841,0.5915
2025-01-05,0.576065,0.70373,0.127666,0.6
2025-01-08,0.517901,0.559927,0.042026,0.5806
2025-01-09,0.61309,0.558872,-0.054218,0.5794
2025-01-10,0.539488,0.603047,0.063559,0.5845
2025-01-11,0.515564,0.545448,0.029884,0.5751
2025-01-17,0.59201,0.580618,-0.011392,0.6205
2025-01-18,0.744392,0.607279,-0.137114,0.6286
2025-01-19,0.887534,0.722315,-0.165219,0.6566
2025-01-22,0.807227,0.684389,-0.122837,0.6167
2025-01-23,0.57613,0.62028,0.04415,0.6112
2025-01-24,0.816011,0.619785,-0.196226,0.5933
2025-01-25,0.694287,0.570728,-0.123559,0.5679
2025-01-26,0.729151,0.649343,-0.079809,0.5721
2025-01-29,0.549301,0.618285,0.068985,0.569
2025-01-30,0.608082,0.671642,0.06356,0.563
2025-01-31,0.510009,0.564923,0.054914,0.5426
2025-02-01,0.451802,0.53965,0.087848,0.5298
2025-02-02,0.615239,0.52511,-0.090128,0.5405
2025-02-05,0.734582,0.519308,-0.215274,0.5417
2025-02-06,0.753619,0.532069,-0.22155,0.5466
2025-02-07,0.625015,0.497615,-0.1274,0.5273
2025-02-08,0.52356,0.504677,-0.018883,0.5362
2025-02-14,0.447446,0.478825,0.031379,0.5165
2025-02-15,0.385914,0.463073,0.077159,0.508
2025-02-16,0.416601,0.511956,0.095354,0.5078
2025-02-19,0.445795,0.512925,0.06713,0.5122
2025-02-20,0.429462,0.500367,0.070904,0.5014
2025-02-21,0.375689,0.459594,0.083905,0.4825
2025-02-22,0.393828,0.45526,0.061432,0.4882
2025-02-23,0.421311,0.471289,0.049979,0.4865
2025-02-26,0.48621,0.458757,-0.027453,0.4846
2025-02-27,0.577095,0.488128,-0.088967,0.5138
2025-02-28,0.655893,0.547087,-0.108806,0.5812
2025-03-01,0.850198,0.522394,-0.327804,0.5329
2025-03-02,1.259612,0.760816,-0.498795,0.5168
2025-03-05,0.916897,0.649754,-0.267143,0.5774
2025-03-06,1.283726,0.849503,-0.434223,0.5851
2025-03-07,0.773125,0.687408,-0.085718,0.5525
2025-03-08,0.575483,0.557592,-0.017891,0.5251
2025-03-14,0.635981,0.527669,-0.108312,0.5497
2025-03-15,0.778455,0.511928,-0.266527,0.5286
2025-03-16,0.967063,0.583484,-0.383579,0.5405
2025-03-19,0.513694,0.509237,-0.004457,0.5177
2025-03-20,0.493698,0.656645,0.162947,0.5155
2025-03-21,0.443371,0.491051,0.04768,0.4908
2025-03-22,0.41231,0.478996,0.066686,0.4758
2025-03-23,0.449561,0.503403,0.053842,0.4849
2025-03-26,0.459095,0.850757,0.391662,0.4655
2025-03-27,0.438841,0.751479,0.312637,0.4623
2025-03-28,0.54635,0.507381,-0.038969,0.5222
2025-03-29,0.527414,0.467171,-0.060243,0.4935
2025-03-30,0.577241,0.514818,-0.062424,0.5206
2025-04-02,0.527409,0.470669,-0.05674,0.4952
2025-04-03,0.508834,0.495145,-0.013689,0.5122
2025-04-04,0.493351,0.502175,0.008824,0.5297
2025-04-05,0.543697,0.535622,-0.008075,0.5569
2025-04-11,0.593184,0.511059,-0.082125,0.5283
2025-04-12,0.747505,0.549043,-0.198462,0.5664
2025-04-18,1.091005,0.444159,-0.646846,0.4827
2025-04-19,1.2456,0.43323,-0.81237,0.474
2025-04-20,1.267555,0.497151,-0.770404,0.4805
2025-04-23,0.532166,0.793199,0.261033,0.5217
2025-04-24,0.427698,0.763795,0.336098,0.487
2025-04-25,0.422591,0.667476,0.244885,0.4694
2025-04-26,0.386562,0.648124,0.261562,0.4661
2025-04-27,0.425766,0.785072,0.359307,0.4759
2025-04-30,0.398258,0.719749,0.321491,0.4565
2025-05-01,0.37999,0.750131,0.370141,0.4499
2025-05-02,0.408996,0.767196,0.3582,0.4711
2025-05-03,0.382887,0.65936,0.276473,0.4519
2025-05-04,0.394689,0.823334,0.428645,0.4533
2025-05-07,0.424685,0.919945,0.495259,0.4585
2025-05-08,0.427835,1.007467,0.579632,0.4499
2025-05-09,0.420906,0.838321,0.417415,0.4635
2025-05-10,0.422531,0.915571,0.493039,0.4696
2025-05-16,0.361619,0.394103,0.032484,0.4255
2025-05-17,0.342724,0.391244,0.04852,0.425
2025-05-18,0.358935,1.418907,1.059972,0.4342
2025-05-21,0.712043,1.476904,0.76486,0.4799
2025-05-22,1.157722,1.11875,-0.038972,0.4816
2025-05-23,0.536177,0.832595,0.296418,0.4728
2025-05-24,0.457101,0.984986,0.527885,0.4802
2025-05-25,0.503886,1.444154,0.940269,0.487
2025-05-28,0.42279,1.510786,1.087996,0.4442
2025-05-29,0.420285,1.502913,1.082628,0.4441
2025-05-30,0.431257,0.71555,0.284293,0.4681
2025-05-31,0.462024,0.626461,0.164436,0.4513
2025-06-01,0.464829,0.882682,0.417853,0.4542
2025-06-04,0.37729,0.913051,0.535761,0.4238
2025-06-05,0.367486,0.55089,0.183404,0.4148
2025-06-06,0.353954,0.579927,0.225973,0.4235
2025-06-07,0.453475,0.604253,0.150778,0.4093
2025-06-13,0.405927,0.40326,-0.002666,0.4084
2025-06-14,0.385458,0.382898,-0.00256,0.4078
2025-06-15,0.386343,0.415829,0.029486,0.4106
2025-06-18,0.395638,0.410781,0.015143,0.4069
2025-06-19,0.360874,0.394498,0.033623,0.4009
2025-06-20,0.407292,0.39088,-0.016413,0.4101
2025-06-21,0.366718,0.383209,0.016491,0.3955
2025-06-22,0.416047,0.399752,-0.016295,0.405
2025-06-25,0.426552,0.396035,-0.030516,0.3845
2025-06-26,0.422873,0.426981,0.004108,0.3882
2025-06-27,0.403834,0.370944,-0.032891,0.3828
2025-06-28,0.438385,0.366608,-0.071777,0.3712
2025-06-29,0.482619,0.397118,-0.085501,0.3819
2025-07-02,0.319882,0.409106,0.089224,0.3798
2025-07-03,0.342734,0.472815,0.130081,0.4034
2025-07-04,0.315145,0.446342,0.131197,0.3842
2025-07-05,0.337119,0.441228,0.104108,0.3865
2025-07-11,0.395795,0.382165,-0.01363,0.4021
2025-07-12,0.33855,0.355005,0.016454,0.3766
2025-07-18,0.376878,0.379654,0.002776,0.3909
2025-07-19,0.350945,0.379871,0.028925,0.3853
2025-07-20,0.378638,0.381502,0.002864,0.3878
2025-07-23,0.359154,0.385948,0.026794,0.3924
2025-07-24,0.370829,0.391032,0.020203,0.4041
2025-07-25,0.377799,0.406507,0.028708,0.4298
2025-07-26,0.390089,0.381952,-0.008137,0.3878
2025-07-27,0.443079,0.38629,-0.056789,0.3937
2025-07-30,0.343378,0.347147,0.003769,0.3636
2025-07-31,0.325088,0.337793,0.012705,0.3616
2025-08-01,0.364866,0.350444,-0.014421,0.3828
2025-08-02,0.340714,0.352892,0.012178,0.3701
2025-08-03,0.393427,0.372599,-0.020827,0.3784
2025-08-06,0.372301,0.328576,-0.043725,0.3534
2025-08-07,0.289479,0.309721,0.020242,0.3468
2025-08-08,0.295236,0.350241,0.055006,0.3469
2025-08-09,0.290816,0.338852,0.048037,0.347
2025-08-15,0.310407,0.337705,0.027297,0.3575
2025-08-16,0.388132,0.337224,-0.050908,0.3501
2025-08-17,0.291098,0.938565,0.647467,0.3575
2025-08-20,0.346786,0.858155,0.511369,0.3736
2025-08-21,0.323688,0.99726,0.673572,0.3604
2025-08-22,0.365195,0.646374,0.281179,0.3769
2025-08-23,0.301142,0.821344,0.520203,0.3488
2025-08-24,0.311894,1.124501,0.812607,0.3501
2025-08-27,0.353369,0.807369,0.454001,0.3805
2025-08-28,0.387873,0.93214,0.544267,0.3804
2025-08-29,0.359475,0.54539,0.185915,0.3893
2025-08-30,0.351619,0.437596,0.085977,0.3838
2025-08-31,0.366933,0.575071,0.208138,0.3878
2025-09-03,0.418522,0.85713,0.438609,0.3832
2025-09-04,0.413362,0.975306,0.561944,0.3863
2025-09-05,0.399215,0.876679,0.477464,0.3826
2025-09-06,0.364971,0.969371,0.6044,0.3715
2025-09-12,0.410727,0.319726,-0.091,0.349
2025-09-13,0.430356,0.320535,-0.109822,0.3462
2025-09-19,0.408433,0.306507,-0.101925,0.336
2025-09-20,0.389001,0.311206,-0.077795,0.3415
2025-09-21,0.435185,0.346032,-0.089154,0.344
2025-09-24,0.338276,0.351858,0.013582,0.3634
2025-09-25,0.381005,0.359429,-0.021576,0.3693
2025-09-26,0.339183,0.367256,0.028073,0.3785
2025-09-27,0.320339,0.342341,0.022002,0.3655
2025-09-28,0.322358,0.349542,0.027184,0.3663
2025-10-01,0.44081,0.383385,-0.057426,0.3638
2025-10-02,0.527527,0.42691,-0.100617,0.3752
2025-10-03,0.611082,0.386816,-0.224267,0.3698
2025-10-04,0.949124,0.363313,-0.585811,0.3801
2025-10-05,0.782956,0.403399,-0.379557,0.3943
2025-10-08,0.377475,0.370499,-0.006976,0.3909
2025-10-09,0.362441,0.368647,0.006206,0.3957
2025-10-10,0.359994,0.374551,0.014557,0.4004
2025-10-11,0.551436,0.45685,-0.094586,0.4621
2025-10-17,0.601134,0.491797,-0.109337,0.4943
2025-10-18,0.470807,0.471604,0.000797,0.4879
2025-10-19,0.456034,0.469544,0.01351,0.4926
2025-10-22,0.486646,0.466331,-0.020316,0.5001
2025-10-23,0.472387,0.458006,-0.014381,0.4686
2025-10-24,0.41908,0.427214,0.008134,0.4369
2025-10-25,0.378905,0.406167,0.027261,0.4255
2025-10-26,0.40291,0.417928,0.015018,0.435
2025-10-29,0.388836,0.41023,0.021394,0.4281
2025-10-30,0.401452,0.410483,0.009031,0.4392
2025-10-31,0.391647,0.413079,0.021432,0.4367
2025-11-01,0.366672,0.4095,0.042828,0.4294
2025-11-02,0.40991,0.408842,-0.001069,0.438
2025-11-05,0.464457,0.45181,-0.012647,0.4773
2025-11-06,0.449676,0.409411,-0.040265,0.4461
2025-11-07,0.448496,0.428296,-0.0202,0.4643
2025-11-08,0.449963,0.410654,-0.03931,0.4356
2025-11-14,0.603942,0.45538,-0.148562,0.4759
2025-11-15,0.531793,0.450773,-0.08102,0.4822
2025-11-16,0.487426,0.470714,-0.016712,0.4872
2025-11-19,0.474694,0.485028,0.010334,0.5112
2025-11-20,0.506913,0.473954,-0.032959,0.5057
2025-11-21,0.630829,0.567221,-0.063608,0.5863
2025-11-22,0.573828,0.557483,-0.016345,0.5746
2025-11-23,0.705441,0.547532,-0.157908,0.581
2025-11-26,0.466589,0.485367,0.018778,0.502
2025-11-27,0.70383,0.78614,0.082311,0.4961
2025-11-28,0.577556,0.629268,0.051712,0.495
2025-11-29,0.521053,0.525417,0.004364,0.4937
2025-11-30,0.621264,0.634917,0.013653,0.4813
2025-12-03,0.826006,0.559007,-0.267,0.481
2025-12-04,0.818338,0.491881,-0.326457,0.4733
2025-12-05,0.458246,0.488475,0.03023,0.473
2025-12-06,0.46512,0.462711,-0.00241,0.4821
2025-12-12,0.42565,0.410783,-0.014867,0.436
2025-12-13,0.448349,0.410706,-0.037642,0.4428
2025-12-19,0.430446,0.443526,0.01308,0.468
2025-12-20,0.387436,0.428394,0.040958,0.4467
2025-12-21,0.428467,0.436346,0.007879,0.4524
2025-12-24,0.405659,0.429365,0.023707,0.4361
2025-12-25,0.371694,0.407535,0.035841,0.4258
2025-12-26,0.349953,0.396681,0.046728,0.4257
2025-12-27,0.381459,0.407127,0.025668,0.4123
2025-12-28,0.371271,0.408494,0.037223,0.4212
2025-12-31,0.401798,0.399778,-0.002019,0.4314
2026-01-01,0.383395,0.405272,0.021877,0.4281
2026-01-02,0.378098,0.401674,0.023577,0.4262
2026-01-03,0.381024,0.407647,0.026623,0.4303
2026-01-04,0.506432,0.443325,-0.063108,0.4437
2026-01-07,0.504534,0.472262,-0.032272,0.4348
2026-01-08,0.441557,0.429296,-0.012261,0.4476
2026-01-09,0.38656,0.396629,0.010068,0.4268
2026-01-10,0.341229,0.375334,0.034106,0.4053
2026-01-16,0.374465,0.383455,0.00899,0.4013
2026-01-17,0.317818,0.380026,0.062209,0.3815
2026-01-18,0.368723,0.412637,0.043913,0.3902
2026-01-21,0.397014,0.398417,0.001403,0.4185
2026-01-22,0.37604,0.377544,0.001503,0.3926
2026-01-23,0.353757,0.36097,0.007213,0.3838
2026-01-24,0.354475,0.360226,0.005751,0.3764
2026-01-25,0.431746,0.388466,-0.04328,0.3975
2026-01-28,0.369232,0.38239,0.013158,0.3812
2026-01-29,0.37994,0.365806,-0.014134,0.3796
2026-01-30,0.463187,0.413004,-0.050183,0.4352
2026-01-31,0.35817,0.391433,0.033263,0.4088
2026-02-01,0.507122,0.435676,-0.071446,0.4565
2026-02-04,0.514171,0.492659,-0.021512,0.509
2026-02-05,0.613646,0.547289,-0.066357,0.5589
2026-02-06,1.018717,0.769858,-0.248859,0.7188
2026-02-07,0.76384,0.584632,-0.179208,0.6113
2026-02-13,0.622589,0.503036,-0.119553,0.5241
2026-02-14,0.721857,0.524541,-0.197316,0.5112
2026-02-15,1.142679,0.762963,-0.379717,0.4846
2026-02-18,0.523785,0.617278,0.093493,0.5156
2026-02-19,0.53002,0.503668,-0.026352,0.5254
2026-02-20,0.504823,0.49398,-0.010842,0.5218
2026-02-21,0.481762,0.538523,0.05676,0.5108
2026-02-22,0.49641,0.615079,0.118669,0.5191
2026-02-25,0.556949,0.501961,-0.054987,0.5341
2026-02-26,0.564704,0.680288,0.115584,0.5305
2026-02-27,0.513775,0.535346,0.021571,0.5237
2026-02-28,0.597262,0.524867,-0.072396,0.5773
2026-03-01,0.758928,0.555894,-0.203034,0.5444
2026-03-04,0.631624,0.620044,-0.011581,0.5544
2026-03-05,0.704881,1.002687,0.297807,0.5485
2026-03-06,0.556263,0.717709,0.161446,0.544
2026-03-07,0.635998,0.553445,-0.082554,0.5541
2026-03-13,0.530375,0.530501,0.000127,0.5395
2026-03-14,0.51154,0.533019,0.021479,0.5371
2026-03-15,0.622687,0.528836,-0.09385,0.5319
2026-03-18,0.701244,0.611226,-0.090017,0.507
2026-03-19,0.614089,0.519088,-0.095001,0.5461
2026-03-20,0.519125,0.516506,-0.002619,0.5288
2026-03-21,0.501687,0.511681,0.009995,0.5239
2026-03-22,0.57842,0.531059,-0.047361,0.5607
2026-03-25,0.490345,0.498233,0.007888,0.5116
2026-03-26,0.566194,0.50956,-0.056634,0.5141
2026-03-27,0.567539,0.505487,-0.062053,0.528
2026-03-28,0.513621,0.518624,0.005003,0.5344
2026-03-29,0.535801,0.505394,-0.030407,0.5385
2026-04-01,0.536255,0.530569,-0.005686,0.5232
2026-04-02,0.512004,0.498919,-0.013085,0.5223
2026-04-03,0.433824,0.485707,0.051883,0.4941
2026-04-04,0.403523,0.452687,0.049164,0.4735
2026-04-10,0.814459,0.422884,-0.391574,0.4428
2026-04-11,0.977967,0.409291,-0.568676,0.4381
2026-04-17,0.574226,0.419395,-0.154832,0.4148
2026-04-18,0.840737,0.404803,-0.435934,0.427
2026-04-19,0.765959,0.592868,-0.173091,0.4407
2026-04-22,0.518527,0.676468,0.157941,0.4328
2026-04-23,0.48114,0.656621,0.175481,0.4225
2026-04-24,0.47333,0.406631,-0.0667,0.4213
2026-04-25,0.478756,0.390494,-0.088262,0.3986
2026-04-26,0.514679,0.401318,-0.113361,0.4035
2026-04-29,0.386119,0.403225,0.017106,0.4032
2026-04-30,0.350781,0.3904,0.039619,0.3961
2026-05-01,0.363389,0.38032,0.016931,0.3905
2026-05-02,0.341018,0.384149,0.043131,0.3874
2026-05-03,0.474869,0.409882,-0.064987,0.3957
2026-05-06,0.397646,0.547493,0.149846,0.3951
2026-05-07,0.392166,0.541535,0.149369,0.3905
2026-05-08,0.339042,0.464792,0.12575,0.3888
2026-05-09,0.327205,0.51332,0.186114,0.3776
2026-05-15,0.384716,0.361511,-0.023205,0.3831
